Technology_Type,Ready_for_Service_Date,Area_ID,Service_Status,State,longitude,latitude,discharge_amnt_total
Hybrid Fibre Coaxial (HFC),7/09/2018,3WHL-A0010,In Service,Victoria,145.162744,-37.882932,1
Hybrid Fibre Coaxial (HFC),19/11/2019,3WHL-A0202,In Service,Victoria,145.173002,-37.88505,1
Hybrid Fibre Coaxial (HFC),7/08/2019,3WHL-A0249,In Service,Victoria,145.157445,-37.879125,1
Hybrid Fibre Coaxial (HFC),18/05/2018,3WHL-A0251,In Service,Victoria,145.156278,-37.884675,1
Hybrid Fibre Coaxial (HFC),27/06/2019,3WHL-A0272,In Service,Victoria,145.171692,-37.885789,1
Hybrid Fibre Coaxial (HFC),30/11/2018,3WHL-A0273,In Service,Victoria,145.172881,-37.885054,1
Hybrid Fibre Coaxial (HFC),6/05/2019,3WHL-A0274,In Service,Victoria,145.167392,-37.884792,1
Hybrid Fibre Coaxial (HFC),22/05/2018,3WHL-A0276,In Service,Victoria,145.16309,-37.88582,1
Hybrid Fibre Coaxial (HFC),22/10/2019,3WHL-A0277,In Service,Victoria,145.15887,-37.884447,1
Hybrid Fibre Coaxial (HFC),22/05/2018,3WHL-A0278,In Service,Victoria,145.160712,-37.883808,1
Hybrid Fibre Coaxial (HFC),24/06/2019,3WHL-A0279,In Service,Victoria,145.16777,-37.883747,1
Hybrid Fibre Coaxial (HFC),7/05/2018,3WHL-A0280,In Service,Victoria,145.161589,-37.883344,1
Hybrid Fibre Coaxial (HFC),4/02/2019,3WHL-A0283,In Service,Victoria,145.16717,-37.883153,1
Hybrid Fibre Coaxial (HFC),//,3TYH-A0169,Proposed,Victoria,145.176865,-37.868064,1
Hybrid Fibre Coaxial (HFC),7/12/2018,3BLB-A0040,In Service,Victoria,145.146551,-37.837463,1
Hybrid Fibre Coaxial (HFC),7/12/2018,3BLB-A0045,In Service,Victoria,145.150809,-37.837035,1
Hybrid Fibre Coaxial (HFC),7/12/2018,3BLB-A0046,In Service,Victoria,145.158789,-37.84008,1
Hybrid Fibre Coaxial (HFC),7/12/2018,3BLB-A0056,In Service,Victoria,145.141979,-37.832143,1
Hybrid Fibre Coaxial (HFC),22/03/2019,3BLB-A0274,In Service,Victoria,145.156693,-37.832949,1
Hybrid Fibre Coaxial (HFC),6/11/2019,3BLB-A0332,In Service,Victoria,145.160881,-37.840317,1
Hybrid Fibre Coaxial (HFC),9/01/2018,3BLB-A0343,In Service,Victoria,145.157899,-37.83878,1
Hybrid Fibre Coaxial (HFC),24/09/2018,3BLB-A0344,In Service,Victoria,145.151202,-37.840819,1
Hybrid Fibre Coaxial (HFC),1/02/2018,3BLB-A0345,In Service,Victoria,145.151985,-37.836165,1
Hybrid Fibre Coaxial (HFC),18/10/2019,3BLB-A0348,In Service,Victoria,145.139257,-37.834199,1
Hybrid Fibre Coaxial (HFC),27/02/2019,3BLB-A0352,In Service,Victoria,145.14309,-37.837009,1
Hybrid Fibre Coaxial (HFC),21/09/2018,3BLB-A0353,In Service,Victoria,145.144484,-37.833775,1
Hybrid Fibre Coaxial (HFC),16/10/2018,3BLB-A0354,In Service,Victoria,145.161092,-37.841169,1
Hybrid Fibre Coaxial (HFC),16/05/2018,3BLB-A0355,In Service,Victoria,145.155066,-37.840355,1
Hybrid Fibre Coaxial (HFC),16/05/2018,3BLB-A0368,In Service,Victoria,145.139049,-37.832275,1
Hybrid Fibre Coaxial (HFC),2/02/2018,3BLB-A0372,In Service,Victoria,145.143621,-37.833578,1
Hybrid Fibre Coaxial (HFC),20/09/2018,3BLB-A0374,In Service,Victoria,145.138674,-37.830937,1
Hybrid Fibre Coaxial (HFC),10/01/2019,3BLB-A0403,In Service,Victoria,145.138921,-37.830411,1
Hybrid Fibre Coaxial (HFC),16/10/2018,3BLB-A0413,In Service,Victoria,145.149217,-37.831377,1
Hybrid Fibre Coaxial (HFC),1/08/2018,3BLB-A0426,In Service,Victoria,145.140415,-37.830605,1
Hybrid Fibre Coaxial (HFC),5/12/2019,3BLB-A0429,In Service,Victoria,145.155193,-37.834182,1
Hybrid Fibre Coaxial (HFC),27/03/2020,3BLB-A0451,In Service,Victoria,145.158079,-37.833834,1
Hybrid Fibre Coaxial (HFC),6/05/2020,3BLB-A0462,In Service,Victoria,145.1605,-37.839438,1
Hybrid Fibre Coaxial (HFC),17/06/2020,3BLB-A0476,In Service,Victoria,145.142576,-37.832454,1
Hybrid Fibre Coaxial (HFC),//,3BLB-A0477,Proposed,Victoria,145.157719,-37.835424,1
Hybrid Fibre Coaxial (HFC),12/06/2020,3BLB-A0484,In Service,Victoria,145.151691,-37.839782,1
Hybrid Fibre Coaxial (HFC),//,3BLB-A0487,Proposed,Victoria,145.157223,-37.842975,1
Hybrid Fibre Coaxial (HFC),22/06/2018,3BOX-A0275,In Service,Victoria,145.134441,-37.833625,1
Hybrid Fibre Coaxial (HFC),14/11/2019,3BOX-A0479,In Service,Victoria,145.138357,-37.83884,1
Hybrid Fibre Coaxial (HFC),17/09/2018,3BOX-A0511,In Service,Victoria,145.139443,-37.839795,1
Hybrid Fibre Coaxial (HFC),14/05/2018,3BOX-A0512,In Service,Victoria,145.138357,-37.839246,1
Hybrid Fibre Coaxial (HFC),16/08/2019,3BOX-A0513,In Service,Victoria,145.140707,-37.838141,1
Hybrid Fibre Coaxial (HFC),13/09/2018,3BOX-A0514,In Service,Victoria,145.136378,-37.832174,1
Hybrid Fibre Coaxial (HFC),22/06/2018,3BOX-A0631,In Service,Victoria,145.138372,-37.8398,1
Hybrid Fibre Coaxial (HFC),22/06/2018,3BOX-A0632,In Service,Victoria,145.136787,-37.837737,1
Hybrid Fibre Coaxial (HFC),22/06/2018,3BOX-A0633,In Service,Victoria,145.141111,-37.838187,1
Hybrid Fibre Coaxial (HFC),9/12/2019,3BOX-A0634,In Service,Victoria,145.129006,-37.831828,1
Hybrid Fibre Coaxial (HFC),22/06/2018,3BOX-A0638,In Service,Victoria,145.134321,-37.837864,1
Hybrid Fibre Coaxial (HFC),22/06/2018,3BOX-A0639,In Service,Victoria,145.134708,-37.838539,1
Hybrid Fibre Coaxial (HFC),//,3BOX-A0692,Proposed,Victoria,145.129824,-37.835107,1
Hybrid Fibre Coaxial (HFC),30/04/2019,3BUR-A0024,In Service,Victoria,145.137569,-37.845084,1
Hybrid Fibre Coaxial (HFC),//,3BUR-A0160,Proposed,Victoria,145.144836,-37.846066,1
Hybrid Fibre Coaxial (HFC),28/10/2019,3BUR-A0210,In Service,Victoria,145.141646,-37.842829,1
Hybrid Fibre Coaxial (HFC),28/11/2019,3BUR-A0252,In Service,Victoria,145.141668,-37.842706,1
Hybrid Fibre Coaxial (HFC),19/09/2019,3BUR-A0257,In Service,Victoria,145.126773,-37.842025,1
Hybrid Fibre Coaxial (HFC),15/04/2020,3BUR-A0292,In Service,Victoria,145.132639,-37.842682,1
Hybrid Fibre Coaxial (HFC),16/06/2020,3BUR-A0316,In Service,Victoria,145.131693,-37.848047,1
Hybrid Fibre Coaxial (HFC),16/06/2020,3BUR-A0317,In Service,Victoria,145.137799,-37.844826,1
Hybrid Fibre Coaxial (HFC),2/11/2018,3TYH-A0009,In Service,Victoria,145.154022,-37.845938,1
Hybrid Fibre Coaxial (HFC),2/11/2018,3TYH-A0010,In Service,Victoria,145.162114,-37.848905,1
Hybrid Fibre Coaxial (HFC),8/03/2019,3TYH-A0012,In Service,Victoria,145.17485,-37.852054,1
Hybrid Fibre Coaxial (HFC),2/11/2018,3TYH-A0013,In Service,Victoria,145.144837,-37.851455,1
Hybrid Fibre Coaxial (HFC),8/03/2019,3TYH-A0016,In Service,Victoria,145.158966,-37.858881,1
Hybrid Fibre Coaxial (HFC),25/01/2019,3TYH-A0017,In Service,Victoria,145.177556,-37.863363,1
Hybrid Fibre Coaxial (HFC),8/03/2019,3TYH-A0018,In Service,Victoria,145.153778,-37.863333,1
Hybrid Fibre Coaxial (HFC),25/01/2019,3TYH-A0020,In Service,Victoria,145.169048,-37.862196,1
Hybrid Fibre Coaxial (HFC),23/11/2018,3TYH-A0035,In Service,Victoria,145.144866,-37.864904,1
Hybrid Fibre Coaxial (HFC),23/11/2018,3TYH-A0038,In Service,Victoria,145.139703,-37.858857,1
Hybrid Fibre Coaxial (HFC),2/11/2018,3TYH-A0306,In Service,Victoria,145.153286,-37.853326,1
Hybrid Fibre Coaxial (HFC),24/10/2019,3TYH-A0311,In Service,Victoria,145.156666,-37.850442,1
Hybrid Fibre Coaxial (HFC),11/01/2019,3TYH-A0314,In Service,Victoria,145.154328,-37.848366,1
Hybrid Fibre Coaxial (HFC),11/11/2019,3TYH-A0331,In Service,Victoria,145.142284,-37.849488,1
Hybrid Fibre Coaxial (HFC),15/10/2019,3TYH-A0381,In Service,Victoria,145.159462,-37.85165,1
Hybrid Fibre Coaxial (HFC),23/10/2019,3TYH-A0382,In Service,Victoria,145.156308,-37.850348,1
Hybrid Fibre Coaxial (HFC),7/08/2019,3TYH-A0383,In Service,Victoria,145.157111,-37.846571,1
Hybrid Fibre Coaxial (HFC),10/12/2018,3TYH-A0384,In Service,Victoria,145.149753,-37.848302,1
Hybrid Fibre Coaxial (HFC),3/09/2019,3TYH-A0396,In Service,Victoria,145.132476,-37.859303,1
Hybrid Fibre Coaxial (HFC),10/05/2018,3TYH-A0400,In Service,Victoria,145.132316,-37.859856,1
Hybrid Fibre Coaxial (HFC),22/05/2018,3TYH-A0401,In Service,Victoria,145.136684,-37.859673,1
Hybrid Fibre Coaxial (HFC),18/06/2019,3TYH-A0402,In Service,Victoria,145.132865,-37.859636,1
Hybrid Fibre Coaxial (HFC),5/09/2019,3TYH-A0405,In Service,Victoria,145.151909,-37.860197,1
Hybrid Fibre Coaxial (HFC),19/06/2019,3TYH-A0406,In Service,Victoria,145.141924,-37.865334,1
Hybrid Fibre Coaxial (HFC),10/05/2019,3TYH-A0407,In Service,Victoria,145.131813,-37.862549,1
Hybrid Fibre Coaxial (HFC),28/06/2019,3TYH-A0408,In Service,Victoria,145.13641,-37.862806,1
Hybrid Fibre Coaxial (HFC),15/04/2019,3TYH-A0409,In Service,Victoria,145.141061,-37.861489,1
Hybrid Fibre Coaxial (HFC),2/01/2019,3TYH-A0410,In Service,Victoria,145.132599,-37.864035,1
Hybrid Fibre Coaxial (HFC),5/04/2019,3TYH-A0411,In Service,Victoria,145.130781,-37.864304,1
Hybrid Fibre Coaxial (HFC),30/04/2019,3TYH-A0412,In Service,Victoria,145.140119,-37.865083,1
Hybrid Fibre Coaxial (HFC),22/08/2019,3TYH-A0413,In Service,Victoria,145.147273,-37.866699,1
Hybrid Fibre Coaxial (HFC),21/05/2018,3TYH-A0415,In Service,Victoria,145.143662,-37.867901,1
Hybrid Fibre Coaxial (HFC),15/08/2019,3TYH-A0421,In Service,Victoria,145.135981,-37.86245,1
Hybrid Fibre Coaxial (HFC),19/08/2019,3TYH-A0422,In Service,Victoria,145.15427,-37.865579,1
Hybrid Fibre Coaxial (HFC),15/04/2019,3TYH-A0424,In Service,Victoria,145.149124,-37.860635,1
Hybrid Fibre Coaxial (HFC),25/06/2018,3TYH-A0425,In Service,Victoria,145.151489,-37.860547,1
Hybrid Fibre Coaxial (HFC),2/11/2018,3TYH-A0426,In Service,Victoria,145.154687,-37.860898,1
Hybrid Fibre Coaxial (HFC),22/08/2019,3TYH-A0428,In Service,Victoria,145.146171,-37.859897,1
Hybrid Fibre Coaxial (HFC),22/07/2019,3TYH-A0429,In Service,Victoria,145.147413,-37.85994,1
Hybrid Fibre Coaxial (HFC),17/06/2019,3TYH-A0430,In Service,Victoria,145.14632,-37.860401,1
Hybrid Fibre Coaxial (HFC),16/10/2019,3TYH-A0431,In Service,Victoria,145.145642,-37.860871,1
Hybrid Fibre Coaxial (HFC),17/06/2019,3TYH-A0432,In Service,Victoria,145.159083,-37.865127,1
Hybrid Fibre Coaxial (HFC),31/05/2019,3TYH-A0433,In Service,Victoria,145.155167,-37.861669,1
Hybrid Fibre Coaxial (HFC),2/08/2019,3TYH-A0434,In Service,Victoria,145.148657,-37.862742,1
Hybrid Fibre Coaxial (HFC),3/06/2019,3TYH-A0435,In Service,Victoria,145.155481,-37.863069,1
Hybrid Fibre Coaxial (HFC),10/09/2019,3TYH-A0436,In Service,Victoria,145.160162,-37.86336,1
Hybrid Fibre Coaxial (HFC),29/05/2019,3TYH-A0437,In Service,Victoria,145.151826,-37.864038,1
Hybrid Fibre Coaxial (HFC),20/05/2019,3TYH-A0444,In Service,Victoria,145.146502,-37.847215,1
Hybrid Fibre Coaxial (HFC),4/06/2019,3TYH-A0459,In Service,Victoria,145.143222,-37.867623,1
Hybrid Fibre Coaxial (HFC),23/10/2019,3TYH-A0461,In Service,Victoria,145.134763,-37.867714,1
Hybrid Fibre Coaxial (HFC),16/05/2018,3TYH-A0462,In Service,Victoria,145.137775,-37.867752,1
Hybrid Fibre Coaxial (HFC),10/09/2019,3TYH-A0467,In Service,Victoria,145.138657,-37.86032,1
Hybrid Fibre Coaxial (HFC),7/02/2020,3TYH-A0480,In Service,Victoria,145.150736,-37.866772,1
Hybrid Fibre Coaxial (HFC),20/02/2020,3TYH-A0488,In Service,Victoria,145.151446,-37.866149,1
Hybrid Fibre Coaxial (HFC),4/12/2019,3TYH-A0489,In Service,Victoria,145.156754,-37.854177,1
Hybrid Fibre Coaxial (HFC),4/12/2019,3TYH-A0492,In Service,Victoria,145.133512,-37.856465,1
Hybrid Fibre Coaxial (HFC),20/02/2020,3TYH-A0498,In Service,Victoria,145.158229,-37.849006,1
Hybrid Fibre Coaxial (HFC),12/05/2020,3TYH-A0503,In Service,Victoria,145.134315,-37.85881,1
Hybrid Fibre Coaxial (HFC),27/02/2020,3TYH-A0509,In Service,Victoria,145.143955,-37.858236,1
Hybrid Fibre Coaxial (HFC),21/02/2020,3TYH-A0518,In Service,Victoria,145.138386,-37.864577,1
Hybrid Fibre Coaxial (HFC),13/02/2020,3TYH-A0520,In Service,Victoria,145.134945,-37.868254,1
Hybrid Fibre Coaxial (HFC),31/03/2020,3TYH-A0526,In Service,Victoria,145.151312,-37.86847,1
Hybrid Fibre Coaxial (HFC),12/03/2020,3TYH-A0527,In Service,Victoria,145.151706,-37.845785,1
Hybrid Fibre Coaxial (HFC),17/04/2020,3TYH-A0528,In Service,Victoria,145.142251,-37.859565,1
Hybrid Fibre Coaxial (HFC),27/03/2020,3TYH-A0530,In Service,Victoria,145.14975,-37.859937,1
Hybrid Fibre Coaxial (HFC),27/03/2020,3TYH-A0531,In Service,Victoria,145.14901,-37.861061,1
Hybrid Fibre Coaxial (HFC),3/06/2020,3TYH-A0534,In Service,Victoria,145.154699,-37.86478,1
Hybrid Fibre Coaxial (HFC),21/04/2020,3TYH-A0535,In Service,Victoria,145.133843,-37.863786,1
Hybrid Fibre Coaxial (HFC),27/04/2020,3TYH-A0538,In Service,Victoria,145.147757,-37.864389,1
Hybrid Fibre Coaxial (HFC),12/05/2020,3TYH-A0546,In Service,Victoria,145.159172,-37.865748,1
Hybrid Fibre Coaxial (HFC),27/04/2020,3TYH-A0547,In Service,Victoria,145.158851,-37.852854,1
Hybrid Fibre Coaxial (HFC),30/05/2020,3TYH-A0548,In Service,Victoria,145.141801,-37.852257,1
Hybrid Fibre Coaxial (HFC),3/04/2020,3TYH-A0552,In Service,Victoria,145.143836,-37.862797,1
Hybrid Fibre Coaxial (HFC),12/05/2020,3TYH-A0555,In Service,Victoria,145.13823,-37.85938,1
Hybrid Fibre Coaxial (HFC),23/05/2020,3TYH-A0558,In Service,Victoria,145.152402,-37.866251,1
Hybrid Fibre Coaxial (HFC),27/05/2020,3TYH-A0559,In Service,Victoria,145.147822,-37.865896,1
Hybrid Fibre Coaxial (HFC),4/06/2020,3TYH-A0562,In Service,Victoria,145.136033,-37.86215,1
Hybrid Fibre Coaxial (HFC),16/06/2017,3TYH-A0564,Under Construction,Victoria,145.149681,-37.843607,1
Hybrid Fibre Coaxial (HFC),//,3TYH-A0570,Proposed,Victoria,145.145115,-37.859973,1
Hybrid Fibre Coaxial (HFC),//,3TYH-A0577,Proposed,Victoria,145.145028,-37.865034,1
Hybrid Fibre Coaxial (HFC),//,3TYH-A0587,Proposed,Victoria,145.157367,-37.842993,1
Hybrid Fibre Coaxial (HFC),7/12/2018,3BLB-A0004,In Service,Victoria,145.158201,-37.81211,1
Hybrid Fibre Coaxial (HFC),7/12/2018,3BLB-A0006,In Service,Victoria,145.153685,-37.820564,1
Hybrid Fibre Coaxial (HFC),7/12/2018,3BLB-A0008,In Service,Victoria,145.147916,-37.82578,1
Hybrid Fibre Coaxial (HFC),7/12/2018,3BLB-A0026,In Service,Victoria,145.152484,-37.804009,1
Hybrid Fibre Coaxial (HFC),7/12/2018,3BLB-A0028,In Service,Victoria,145.149447,-37.810454,1
Hybrid Fibre Coaxial (HFC),28/12/2018,3BLB-A0035,In Service,Victoria,145.140542,-37.82162,1
Hybrid Fibre Coaxial (HFC),28/12/2018,3BLB-A0055,In Service,Victoria,145.147247,-37.816604,1
Hybrid Fibre Coaxial (HFC),7/12/2018,3BLB-A0066,In Service,Victoria,145.160782,-37.804686,1
Hybrid Fibre Coaxial (HFC),22/03/2019,3BLB-A0275,In Service,Victoria,145.162187,-37.827308,1
Hybrid Fibre Coaxial (HFC),28/03/2019,3BLB-A0288,In Service,Victoria,145.151863,-37.801421,1
Hybrid Fibre Coaxial (HFC),14/11/2019,3BLB-A0330,In Service,Victoria,145.144569,-37.816764,1
Hybrid Fibre Coaxial (HFC),25/10/2019,3BLB-A0334,In Service,Victoria,145.151947,-37.82362,1
Hybrid Fibre Coaxial (HFC),27/11/2019,3BLB-A0337,In Service,Victoria,145.154206,-37.822707,1
Hybrid Fibre Coaxial (HFC),31/01/2019,3BLB-A0373,In Service,Victoria,145.155711,-37.801572,1
Hybrid Fibre Coaxial (HFC),10/10/2019,3BLB-A0375,In Service,Victoria,145.163198,-37.811381,1
Hybrid Fibre Coaxial (HFC),14/02/2019,3BLB-A0376,In Service,Victoria,145.159014,-37.807348,1
Hybrid Fibre Coaxial (HFC),26/09/2019,3BLB-A0377,In Service,Victoria,145.146554,-37.810095,1
Hybrid Fibre Coaxial (HFC),5/02/2018,3BLB-A0386,In Service,Victoria,145.16178,-37.81121,1
Hybrid Fibre Coaxial (HFC),31/01/2019,3BLB-A0387,In Service,Victoria,145.153203,-37.808716,1
Hybrid Fibre Coaxial (HFC),16/03/2018,3BLB-A0388,In Service,Victoria,145.161598,-37.811189,1
Hybrid Fibre Coaxial (HFC),15/07/2019,3BLB-A0393,In Service,Victoria,145.162384,-37.807223,1
Hybrid Fibre Coaxial (HFC),20/08/2018,3BLB-A0394,In Service,Victoria,145.159383,-37.80666,1
Hybrid Fibre Coaxial (HFC),15/02/2018,3BLB-A0395,In Service,Victoria,145.157061,-37.806574,1
Hybrid Fibre Coaxial (HFC),14/05/2019,3BLB-A0396,In Service,Victoria,145.158362,-37.80519,1
Hybrid Fibre Coaxial (HFC),15/10/2019,3BLB-A0398,In Service,Victoria,145.153559,-37.807916,1
Hybrid Fibre Coaxial (HFC),23/01/2018,3BLB-A0399,In Service,Victoria,145.160999,-37.807336,1
Hybrid Fibre Coaxial (HFC),20/09/2018,3BLB-A0400,In Service,Victoria,145.161063,-37.81016,1
Hybrid Fibre Coaxial (HFC),1/10/2018,3BLB-A0401,In Service,Victoria,145.153634,-37.803698,1
Hybrid Fibre Coaxial (HFC),27/03/2019,3BLB-A0404,In Service,Victoria,145.142615,-37.828423,1
Hybrid Fibre Coaxial (HFC),1/10/2018,3BLB-A0414,In Service,Victoria,145.16069,-37.811082,1
Hybrid Fibre Coaxial (HFC),26/06/2019,3BLB-A0415,In Service,Victoria,145.138889,-37.822744,1
Hybrid Fibre Coaxial (HFC),9/08/2018,3BLB-A0416,In Service,Victoria,145.142277,-37.821028,1
Hybrid Fibre Coaxial (HFC),6/09/2019,3BLB-A0417,In Service,Victoria,145.153688,-37.826827,1
Hybrid Fibre Coaxial (HFC),16/01/2018,3BLB-A0418,In Service,Victoria,145.155035,-37.825312,1
Hybrid Fibre Coaxial (HFC),5/06/2019,3BLB-A0419,In Service,Victoria,145.142824,-37.815822,1
Hybrid Fibre Coaxial (HFC),7/11/2018,3BLB-A0420,In Service,Victoria,145.145883,-37.814783,1
Hybrid Fibre Coaxial (HFC),24/01/2018,3BLB-A0423,In Service,Victoria,145.155012,-37.816736,1
Hybrid Fibre Coaxial (HFC),25/06/2018,3BLB-A0424,In Service,Victoria,145.157898,-37.812327,1
Hybrid Fibre Coaxial (HFC),27/06/2019,3BLB-A0425,In Service,Victoria,145.157901,-37.811772,1
Hybrid Fibre Coaxial (HFC),11/11/2019,3BLB-A0427,In Service,Victoria,145.160608,-37.81215,1
Hybrid Fibre Coaxial (HFC),27/11/2019,3BLB-A0428,In Service,Victoria,145.144951,-37.820191,1
Hybrid Fibre Coaxial (HFC),21/11/2019,3BLB-A0430,In Service,Victoria,145.147759,-37.815736,1
Hybrid Fibre Coaxial (HFC),13/02/2020,3BLB-A0431,In Service,Victoria,145.159287,-37.804924,1
Hybrid Fibre Coaxial (HFC),18/12/2019,3BLB-A0432,In Service,Victoria,145.15427,-37.807994,1
Hybrid Fibre Coaxial (HFC),20/11/2019,3BLB-A0433,In Service,Victoria,145.148126,-37.821164,1
Hybrid Fibre Coaxial (HFC),30/01/2020,3BLB-A0435,In Service,Victoria,145.14789,-37.820778,1
Hybrid Fibre Coaxial (HFC),22/09/2017,3BLB-A0439,Under Construction,Victoria,145.162058,-37.80363,1
Hybrid Fibre Coaxial (HFC),6/01/2020,3BLB-A0440,In Service,Victoria,145.160676,-37.808785,1
Hybrid Fibre Coaxial (HFC),19/03/2020,3BLB-A0445,In Service,Victoria,145.157085,-37.809712,1
Hybrid Fibre Coaxial (HFC),18/03/2020,3BLB-A0446,In Service,Victoria,145.15626,-37.809055,1
Hybrid Fibre Coaxial (HFC),2/04/2020,3BLB-A0457,In Service,Victoria,145.138094,-37.823831,1
Hybrid Fibre Coaxial (HFC),27/04/2020,3BLB-A0458,In Service,Victoria,145.14969,-37.815937,1
Hybrid Fibre Coaxial (HFC),21/04/2020,3BLB-A0461,In Service,Victoria,145.149265,-37.823627,1
Hybrid Fibre Coaxial (HFC),21/05/2020,3BLB-A0463,In Service,Victoria,145.148226,-37.813323,1
Hybrid Fibre Coaxial (HFC),20/04/2020,3BLB-A0467,In Service,Victoria,145.146008,-37.813627,1
Hybrid Fibre Coaxial (HFC),18/06/2020,3BLB-A0470,In Service,Victoria,145.149179,-37.829507,1
Hybrid Fibre Coaxial (HFC),//,3BLB-A0488,Proposed,Victoria,145.160145,-37.811019,1
Hybrid Fibre Coaxial (HFC),28/02/2019,3BOX-A0044,In Service,Victoria,145.144067,-37.804777,1
Hybrid Fibre Coaxial (HFC),28/02/2019,3BOX-A0064,In Service,Victoria,145.139844,-37.814467,1
Hybrid Fibre Coaxial (HFC),28/02/2019,3BOX-A0095,In Service,Victoria,145.139213,-37.802402,1
Hybrid Fibre Coaxial (HFC),28/02/2019,3BOX-A0100,In Service,Victoria,145.134231,-37.803689,1
Hybrid Fibre Coaxial (HFC),3/03/2020,3BOX-A0445,In Service,Victoria,145.140175,-37.804306,1
Hybrid Fibre Coaxial (HFC),28/11/2019,3BOX-A0459,In Service,Victoria,145.144453,-37.802814,1
Hybrid Fibre Coaxial (HFC),29/10/2019,3BOX-A0462,In Service,Victoria,145.143085,-37.802334,1
Hybrid Fibre Coaxial (HFC),29/11/2019,3BOX-A0476,In Service,Victoria,145.136044,-37.815872,1
Hybrid Fibre Coaxial (HFC),13/11/2019,3BOX-A0478,In Service,Victoria,145.13335,-37.807665,1
Hybrid Fibre Coaxial (HFC),11/11/2019,3BOX-A0481,In Service,Victoria,145.133412,-37.824062,1
Hybrid Fibre Coaxial (HFC),13/05/2019,3BOX-A0484,In Service,Victoria,145.13448,-37.817533,1
Hybrid Fibre Coaxial (HFC),11/06/2019,3BOX-A0485,In Service,Victoria,145.134968,-37.817706,1
Hybrid Fibre Coaxial (HFC),13/09/2018,3BOX-A0492,In Service,Victoria,145.133428,-37.816542,1
Hybrid Fibre Coaxial (HFC),29/07/2019,3BOX-A0493,In Service,Victoria,145.139514,-37.817042,1
Hybrid Fibre Coaxial (HFC),26/09/2019,3BOX-A0495,In Service,Victoria,145.133781,-37.815363,1
Hybrid Fibre Coaxial (HFC),4/06/2019,3BOX-A0496,In Service,Victoria,145.141948,-37.813619,1
Hybrid Fibre Coaxial (HFC),12/06/2019,3BOX-A0497,In Service,Victoria,145.142864,-37.812254,1
Hybrid Fibre Coaxial (HFC),16/12/2019,3BOX-A0498,In Service,Victoria,145.137833,-37.811717,1
Hybrid Fibre Coaxial (HFC),8/08/2019,3BOX-A0499,In Service,Victoria,145.136115,-37.810141,1
Hybrid Fibre Coaxial (HFC),14/08/2019,3BOX-A0500,In Service,Victoria,145.138404,-37.80957,1
Hybrid Fibre Coaxial (HFC),16/08/2019,3BOX-A0501,In Service,Victoria,145.137,-37.814993,1
Hybrid Fibre Coaxial (HFC),20/03/2018,3BOX-A0502,In Service,Victoria,145.13465,-37.813705,1
Hybrid Fibre Coaxial (HFC),9/07/2019,3BOX-A0522,In Service,Victoria,145.137078,-37.82444,1
Hybrid Fibre Coaxial (HFC),22/05/2018,3BOX-A0538,In Service,Victoria,145.139831,-37.803521,1
Hybrid Fibre Coaxial (HFC),7/05/2019,3BOX-A0539,In Service,Victoria,145.13957,-37.803596,1
Hybrid Fibre Coaxial (HFC),28/06/2019,3BOX-A0540,In Service,Victoria,145.140493,-37.803708,1
Hybrid Fibre Coaxial (HFC),10/09/2019,3BOX-A0541,In Service,Victoria,145.140365,-37.804227,1
Hybrid Fibre Coaxial (HFC),16/08/2019,3BOX-A0542,In Service,Victoria,145.137124,-37.807491,1
Hybrid Fibre Coaxial (HFC),26/03/2019,3BOX-A0545,In Service,Victoria,145.139052,-37.801959,1
Hybrid Fibre Coaxial (HFC),22/05/2019,3BOX-A0552,In Service,Victoria,145.138187,-37.803432,1
Hybrid Fibre Coaxial (HFC),8/01/2019,3BOX-A0553,In Service,Victoria,145.139258,-37.800016,1
Hybrid Fibre Coaxial (HFC),13/02/2018,3BOX-A0563,In Service,Victoria,145.139279,-37.799909,1
Hybrid Fibre Coaxial (HFC),14/05/2019,3BOX-A0570,In Service,Victoria,145.138274,-37.798606,1
Hybrid Fibre Coaxial (HFC),22/05/2018,3BOX-A0572,In Service,Victoria,145.13382,-37.800656,1
Hybrid Fibre Coaxial (HFC),3/12/2018,3BOX-A0582,In Service,Victoria,145.126618,-37.809187,1
Hybrid Fibre Coaxial (HFC),19/03/2019,3BOX-A0590,In Service,Victoria,145.129452,-37.809376,1
Hybrid Fibre Coaxial (HFC),2/11/2018,3BOX-A0591,In Service,Victoria,145.126407,-37.809164,1
Hybrid Fibre Coaxial (HFC),4/05/2018,3BOX-A0592,In Service,Victoria,145.136267,-37.801696,1
Hybrid Fibre Coaxial (HFC),16/03/2018,3BOX-A0593,In Service,Victoria,145.141569,-37.80744,1
Hybrid Fibre Coaxial (HFC),5/06/2019,3BOX-A0594,In Service,Victoria,145.131896,-37.804863,1
Hybrid Fibre Coaxial (HFC),1/05/2019,3BOX-A0595,In Service,Victoria,145.137088,-37.808443,1
Hybrid Fibre Coaxial (HFC),11/01/2019,3BOX-A0596,In Service,Victoria,145.140478,-37.80019,1
Hybrid Fibre Coaxial (HFC),26/09/2019,3BOX-A0597,In Service,Victoria,145.142695,-37.800688,1
Hybrid Fibre Coaxial (HFC),15/07/2019,3BOX-A0598,In Service,Victoria,145.14617,-37.803293,1
