Ready_for_Service_Date,Area_ID,Service_Status,Technology_Type,longitude,latitude
30/05/2015,4NAN-51-03-NGEA-01-05,In Service,Fixed Wireless,152.003009,-26.685605
30/05/2015,4NAN-51-03-NGEA-10-04,In Service,Fixed Wireless,152.03075,-26.666545
30/05/2015,4NAN-51-03-NGEA-10-06,In Service,Fixed Wireless,152.009966,-26.685199
30/05/2015,4NAN-51-03-NGEA-10-07,In Service,Fixed Wireless,152.003218,-26.666244
30/05/2015,4NAN-51-03-NGEA-11-03,In Service,Fixed Wireless,152.008784,-26.669152
30/05/2015,4NAN-51-03-NGEA-11-06,In Service,Fixed Wireless,152.00953,-26.677573
30/05/2015,4NAN-51-04-NGSA-00-01,In Service,Fixed Wireless,152.014594,-26.703734
30/05/2015,4NAN-51-04-NGSA-00-02,In Service,Fixed Wireless,152.030716,-26.727988
30/05/2015,4NAN-51-04-NGSA-00-03,In Service,Fixed Wireless,151.99934,-26.724621
30/05/2015,4NAN-51-04-NGSA-10-04,In Service,Fixed Wireless,152.020872,-26.703966
30/05/2015,4NAN-51-04-NGSA-10-05,In Service,Fixed Wireless,151.996861,-26.722575
29/09/2016,4NAN-51-06-SOUA-00-01,In Service,Fixed Wireless,151.943092,-26.656994
29/09/2016,4NAN-51-06-SOUA-00-02,In Service,Fixed Wireless,151.972276,-26.687187
29/09/2016,4NAN-51-06-SOUA-00-03,In Service,Fixed Wireless,151.938632,-26.684087
29/09/2016,4NAN-51-06-SOUA-00-05,In Service,Fixed Wireless,151.962827,-26.699841
29/09/2016,4NAN-51-06-SOUA-01-01,In Service,Fixed Wireless,151.957984,-26.68687
29/09/2016,4NAN-51-06-SOUA-10-04,In Service,Fixed Wireless,151.966543,-26.68149
29/09/2016,4NAN-51-06-SOUA-10-06,In Service,Fixed Wireless,151.927314,-26.682814
29/09/2016,4NAN-51-06-SOUA-11-02,In Service,Fixed Wireless,151.954459,-26.683657
28/06/2016,4NAN-51-07-TARO-00-01,In Service,Fixed Wireless,151.934873,-26.710069
28/06/2016,4NAN-51-07-TARO-00-02,In Service,Fixed Wireless,151.951412,-26.713404
28/06/2016,4NAN-51-07-TARO-00-03,In Service,Fixed Wireless,151.933601,-26.745873
28/06/2016,4NAN-51-07-TARO-00-05,In Service,Fixed Wireless,151.963446,-26.722445
28/06/2016,4NAN-51-07-TARO-10-04,In Service,Fixed Wireless,151.880061,-26.699183
27/07/2015,4NBR-51-06-NAMW-01-01,In Service,Fixed Wireless,152.929944,-26.600997
27/07/2015,4NBR-51-06-NAMW-01-02,In Service,Fixed Wireless,152.918092,-26.632531
27/07/2015,4NBR-51-06-NAMW-01-03,In Service,Fixed Wireless,152.91154,-26.640533
23/12/2019,4NBR-51-11-WESB-01-01,In Service,Fixed Wireless,152.902771,-26.666488
23/12/2019,4NBR-51-11-WESB-01-04,In Service,Fixed Wireless,152.883538,-26.674602
23/12/2019,4NBR-51-11-WESB-11-02,In Service,Fixed Wireless,152.900263,-26.660386
23/12/2019,4NBR-51-11-WESB-11-03,In Service,Fixed Wireless,152.897487,-26.670768
23/12/2019,4NBR-51-11-WESB-11-05,In Service,Fixed Wireless,152.889447,-26.673701
28/02/2021,4NBR-51-13-WINS-00-01,Proposed,Fixed Wireless,152.932128,-26.727899
28/02/2021,4NBR-51-13-WINS-00-02,Proposed,Fixed Wireless,152.924856,-26.701936
28/02/2021,4NBR-51-13-WINS-01-01,Proposed,Fixed Wireless,152.945965,-26.703528
28/02/2021,4NBR-51-13-WINS-01-02,Proposed,Fixed Wireless,152.934674,-26.69901
28/02/2021,4NBR-51-13-WINS-01-03,Proposed,Fixed Wireless,152.960793,-26.699633
28/02/2021,4NBR-51-13-WINS-01-04,Proposed,Fixed Wireless,152.94878,-26.703183
28/02/2021,4NBR-51-13-WINS-01-05,Proposed,Fixed Wireless,152.967075,-26.708725
28/02/2021,4NBR-51-13-WINS-01-06,Proposed,Fixed Wireless,152.953753,-26.712333
28/02/2021,4NBR-51-13-WINS-01-07,Proposed,Fixed Wireless,152.964561,-26.712108
28/02/2021,4NBR-51-13-WINS-01-08,Proposed,Fixed Wireless,152.951994,-26.711655
28/02/2021,4NBR-51-13-WINS-01-09,Proposed,Fixed Wireless,152.936905,-26.728128
28/02/2021,4NBR-51-13-WINS-01-10,Proposed,Fixed Wireless,152.949227,-26.713009
28/02/2021,4NBR-51-13-WINS-01-11,Proposed,Fixed Wireless,152.943951,-26.711878
28/02/2021,4NBR-51-13-WINS-01-12,Proposed,Fixed Wireless,152.906747,-26.718861
28/02/2021,4NBR-51-13-WINS-01-13,Proposed,Fixed Wireless,152.929622,-26.716839
28/02/2021,4NBR-51-13-WINS-01-14,Proposed,Fixed Wireless,152.942194,-26.705556
13/02/2020,4NBR-51-14-HUNC-00-01,In Service,Fixed Wireless,152.924873,-26.675528
13/02/2020,4NBR-51-14-HUNC-00-02,In Service,Fixed Wireless,152.943635,-26.678473
13/02/2020,4NBR-51-14-HUNC-00-03,In Service,Fixed Wireless,152.921596,-26.69223
13/02/2020,4NBR-51-14-HUNC-00-07,In Service,Fixed Wireless,152.936172,-26.666728
13/02/2020,4NBR-51-14-HUNC-00-09,In Service,Fixed Wireless,152.943632,-26.687722
13/02/2020,4NBR-51-14-HUNC-00-11,In Service,Fixed Wireless,152.91432,-26.675523
13/02/2020,4NBR-51-14-HUNC-01-01,In Service,Fixed Wireless,152.923377,-26.659951
13/02/2020,4NBR-51-14-HUNC-01-02,In Service,Fixed Wireless,152.962059,-26.674331
13/02/2020,4NBR-51-14-HUNC-01-03,In Service,Fixed Wireless,152.923602,-26.697197
13/02/2020,4NBR-51-14-HUNC-01-04,In Service,Fixed Wireless,152.924372,-26.67327
13/02/2020,4NBR-51-14-HUNC-01-05,In Service,Fixed Wireless,152.932913,-26.676434
13/02/2020,4NBR-51-14-HUNC-01-06,In Service,Fixed Wireless,152.93341,-26.688399
13/02/2020,4NBR-51-14-HUNC-10-05,In Service,Fixed Wireless,152.94422,-26.672601
13/02/2020,4NBR-51-14-HUNC-10-06,In Service,Fixed Wireless,152.925865,-26.691781
13/02/2020,4NBR-51-14-HUNC-10-12,In Service,Fixed Wireless,152.923866,-26.677784
25/11/2014,4NBR-51-20-NAWT-00-01,In Service,Fixed Wireless,152.936031,-26.490888
25/11/2014,4NBR-51-20-NAWT-00-02,In Service,Fixed Wireless,152.962868,-26.509408
25/11/2014,4NBR-51-20-NAWT-00-03,In Service,Fixed Wireless,152.922979,-26.501941
25/11/2014,4NBR-51-20-NAWT-00-07,In Service,Fixed Wireless,152.949074,-26.492246
25/11/2014,4NBR-51-20-NAWT-00-09,In Service,Fixed Wireless,152.954585,-26.51911
25/11/2014,4NBR-51-20-NAWT-00-11,In Service,Fixed Wireless,152.931755,-26.510976
25/11/2014,4NBR-51-20-NAWT-01-01,In Service,Fixed Wireless,152.940551,-26.481183
25/11/2014,4NBR-51-20-NAWT-01-02,In Service,Fixed Wireless,152.944804,-26.504435
25/11/2014,4NBR-51-20-NAWT-10-04,In Service,Fixed Wireless,152.939296,-26.489536
25/11/2014,4NBR-51-20-NAWT-10-05,In Service,Fixed Wireless,152.953838,-26.501052
25/11/2014,4NBR-51-20-NAWT-10-06,In Service,Fixed Wireless,152.931507,-26.506686
25/11/2014,4NBR-51-20-NAWT-10-08,In Service,Fixed Wireless,152.950077,-26.493827
25/11/2014,4NBR-51-20-NAWT-10-10,In Service,Fixed Wireless,152.976162,-26.519344
25/11/2014,4NBR-51-20-NAWT-10-12,In Service,Fixed Wireless,152.932506,-26.514815
25/11/2014,4NBR-51-20-NAWT-11-03,In Service,Fixed Wireless,152.943046,-26.506917
29/01/2015,4NBR-51-22-MARY-00-01,In Service,Fixed Wireless,153.02958,-26.588862
29/01/2015,4NBR-51-22-MARY-00-02,In Service,Fixed Wireless,153.060522,-26.614589
29/01/2015,4NBR-51-22-MARY-00-03,In Service,Fixed Wireless,153.008425,-26.616842
29/01/2015,4NBR-51-22-MARY-00-05,In Service,Fixed Wireless,153.042641,-26.58841
29/01/2015,4NBR-51-22-MARY-10-04,In Service,Fixed Wireless,153.03766,-26.58846
29/01/2015,4NBR-51-22-MARY-10-06,In Service,Fixed Wireless,153.045242,-26.590216
29/01/2015,4NBR-51-22-MARY-10-07,In Service,Fixed Wireless,153.05751,-26.620142
29/01/2015,4NBR-51-22-MARY-10-08,In Service,Fixed Wireless,153.026652,-26.632281
29/01/2015,4NBR-51-22-MARY-10-09,In Service,Fixed Wireless,153.030058,-26.626427
29/01/2015,4NBR-51-22-MARY-10-10,In Service,Fixed Wireless,153.017695,-26.623021
29/01/2015,4NBR-51-22-MARY-10-11,In Service,Fixed Wireless,152.993168,-26.616195
29/01/2015,4NBR-51-22-MARY-11-01,In Service,Fixed Wireless,153.045165,-26.609249
29/01/2015,4NBR-51-22-MARY-11-02,In Service,Fixed Wireless,153.052479,-26.601499
29/01/2015,4NBR-51-22-MARY-11-03,In Service,Fixed Wireless,153.027616,-26.582771
29/01/2015,4NBR-51-22-MARY-11-04,In Service,Fixed Wireless,153.029625,-26.58706
29/01/2015,4NBR-51-22-MARY-11-05,In Service,Fixed Wireless,153.134477,-26.681148
29/01/2015,4NBR-51-22-MARY-11-06,In Service,Fixed Wireless,153.032323,-26.617435
29/01/2015,4NBR-51-22-MARY-11-07,In Service,Fixed Wireless,153.052996,-26.633473
25/11/2014,4NBR-51-23-MAPL-00-01,In Service,Fixed Wireless,152.858614,-26.617237
25/11/2014,4NBR-51-23-MAPL-00-02,In Service,Fixed Wireless,152.865232,-26.655071
25/11/2014,4NBR-51-23-MAPL-00-03,In Service,Fixed Wireless,152.848289,-26.633263
25/11/2014,4NBR-51-23-MAPL-00-06,In Service,Fixed Wireless,152.844048,-26.6197
25/11/2014,4NBR-51-23-MAPL-10-04,In Service,Fixed Wireless,152.98644,-26.610086
25/11/2014,4NBR-51-23-MAPL-10-05,In Service,Fixed Wireless,152.867483,-26.637665
30/04/2020,4NBR-51-29-ILKL-01-01,In Service,Fixed Wireless,153.008042,-26.703332
30/04/2020,4NBR-51-29-ILKL-01-02,In Service,Fixed Wireless,153.016588,-26.705907
30/04/2020,4NBR-51-29-ILKL-01-03,In Service,Fixed Wireless,153.026839,-26.718433
30/04/2020,4NBR-51-29-ILKL-01-04,In Service,Fixed Wireless,152.997989,-26.717983
30/04/2020,4NBR-51-29-ILKL-01-05,In Service,Fixed Wireless,152.999748,-26.70552
30/04/2020,4NBR-51-29-ILKL-11-06,In Service,Fixed Wireless,153.001256,-26.712114
30/04/2019,4NBR-51-32-ROSO-00-01,In Service,Fixed Wireless,152.99397,-26.667798
30/04/2019,4NBR-51-32-ROSO-00-03,In Service,Fixed Wireless,153.02889,-26.657965
30/04/2019,4NBR-51-32-ROSO-00-05,In Service,Fixed Wireless,153.01189,-26.677436
30/04/2019,4NBR-51-32-ROSO-00-07,In Service,Fixed Wireless,152.994472,-26.67961
30/04/2019,4NBR-51-32-ROSO-10-02,In Service,Fixed Wireless,152.98995,-26.66735
30/04/2019,4NBR-51-32-ROSO-10-04,In Service,Fixed Wireless,153.01674,-26.666065
30/04/2019,4NBR-51-32-ROSO-10-06,In Service,Fixed Wireless,152.999748,-26.679836
30/04/2019,4NBR-51-32-ROSO-10-08,In Service,Fixed Wireless,152.990451,-26.680288
20/01/2020,4NBR-51-33-VALD-00-01,In Service,Fixed Wireless,153.003765,-26.535485
20/01/2020,4NBR-51-33-VALD-00-03,In Service,Fixed Wireless,153.028358,-26.533337
20/01/2020,4NBR-51-33-VALD-00-05,In Service,Fixed Wireless,153.025353,-26.561103
20/01/2020,4NBR-51-33-VALD-00-07,In Service,Fixed Wireless,153.004517,-26.551849
20/01/2020,4NBR-51-33-VALD-10-02,In Service,Fixed Wireless,153.007278,-26.529727
20/01/2020,4NBR-51-33-VALD-10-04,In Service,Fixed Wireless,153.033627,-26.532209
20/01/2020,4NBR-51-33-VALD-10-06,In Service,Fixed Wireless,153.032631,-26.557715
20/01/2020,4NBR-51-33-VALD-10-08,In Service,Fixed Wireless,153.002761,-26.548012
25/08/2015,4NGO-51-01-AVON-00-01,In Service,Fixed Wireless,152.152352,-24.728283
25/08/2015,4NGO-51-01-AVON-00-02,In Service,Fixed Wireless,152.176555,-24.728166
25/08/2015,4NGO-51-01-AVON-00-03,In Service,Fixed Wireless,152.176716,-24.771062
25/08/2015,4NGO-51-01-AVON-10-04,In Service,Fixed Wireless,152.14465,-24.730959
25/08/2015,4NGO-51-01-AVON-10-05,In Service,Fixed Wireless,152.173117,-24.724051
25/08/2015,4NGO-51-01-AVON-10-06,In Service,Fixed Wireless,152.176029,-24.777609
25/08/2015,4NGO-51-01-AVON-10-07,In Service,Fixed Wireless,152.135599,-24.758224
21/08/2015,4NGO-51-02-MOOP-00-01,In Service,Fixed Wireless,152.183532,-24.68333
21/08/2015,4NGO-51-02-MOOP-00-02,In Service,Fixed Wireless,152.20343,-24.703589
21/08/2015,4NGO-51-02-MOOP-00-03,In Service,Fixed Wireless,152.205564,-24.717939
21/08/2015,4NGO-51-02-MOOP-10-04,In Service,Fixed Wireless,152.212606,-24.695595
21/08/2015,4NGO-51-02-MOOP-10-05,In Service,Fixed Wireless,152.200256,-24.723358
11/06/2015,4NGO-51-03-WELC-00-01,In Service,Fixed Wireless,152.26998,-24.734291
11/06/2015,4NGO-51-03-WELC-00-02,In Service,Fixed Wireless,152.308068,-24.775665
11/06/2015,4NGO-51-03-WELC-00-03,In Service,Fixed Wireless,152.239235,-24.75535
11/06/2015,4NGO-51-03-WELC-10-04,In Service,Fixed Wireless,152.255893,-24.731784
11/06/2015,4NGO-51-03-WELC-10-05,In Service,Fixed Wireless,152.300989,-24.766044
18/06/2015,4NGO-51-04-MEAD-00-01,In Service,Fixed Wireless,152.260764,-24.786189
18/06/2015,4NGO-51-04-MEAD-00-02,In Service,Fixed Wireless,152.276669,-24.814015
18/06/2015,4NGO-51-04-MEAD-00-03,In Service,Fixed Wireless,152.236396,-24.812254
18/06/2015,4NGO-51-04-MEAD-10-04,In Service,Fixed Wireless,152.275036,-24.800221
18/06/2015,4NGO-51-04-MEAD-10-05,In Service,Fixed Wireless,152.234939,-24.804941
26/02/2018,4NGO-51-06-MOOY-00-01,In Service,Fixed Wireless,151.926,-24.611532
26/02/2018,4NGO-51-06-MOOY-00-02,In Service,Fixed Wireless,151.931613,-24.639507
26/02/2018,4NGO-51-06-MOOY-00-03,In Service,Fixed Wireless,151.879371,-24.622268
12/02/2018,4NGO-51-12-WINF-00-01,In Service,Fixed Wireless,152.000641,-24.50731
12/02/2018,4NGO-51-12-WINF-00-02,In Service,Fixed Wireless,152.036991,-24.520731
12/02/2018,4NGO-51-12-WINF-00-03,In Service,Fixed Wireless,152.012968,-24.539117
27/05/2016,4NGO-51-13-YAND-00-01,In Service,Fixed Wireless,152.120087,-24.711775
27/05/2016,4NGO-51-13-YAND-00-02,In Service,Fixed Wireless,152.104559,-24.747407
27/05/2016,4NGO-51-13-YAND-10-03,In Service,Fixed Wireless,152.097077,-24.707205
27/05/2016,4NGO-51-13-YAND-10-04,In Service,Fixed Wireless,152.111624,-24.748793
26/06/2018,4NIN-51-01-BEAH-01-01,In Service,Fixed Wireless,153.06607,-27.089177
26/06/2018,4NIN-51-01-BEAH-01-02,In Service,Fixed Wireless,153.08877,-27.090165
26/06/2018,4NIN-51-01-BEAH-01-03,In Service,Fixed Wireless,153.059569,-27.109591
26/06/2018,4NIN-51-01-BEAH-01-04,In Service,Fixed Wireless,153.069549,-27.099881
26/06/2018,4NIN-51-01-BEAH-01-05,In Service,Fixed Wireless,153.081367,-27.088362
26/06/2018,4NIN-51-01-BEAH-01-06,In Service,Fixed Wireless,153.075913,-27.101232
24/01/2019,4NIN-51-02-BEAM-01-01,In Service,Fixed Wireless,153.035807,-27.086353
24/01/2019,4NIN-51-02-BEAM-01-02,In Service,Fixed Wireless,153.039601,-27.121777
24/01/2019,4NIN-51-02-BEAM-01-03,In Service,Fixed Wireless,153.004036,-27.103057
31/08/2020,4NIN-51-03-BELM-01-01,Under Construction,Fixed Wireless,152.86764,-27.060518
31/08/2020,4NIN-51-03-BELM-01-02,Under Construction,Fixed Wireless,152.885444,-27.079316
31/08/2020,4NIN-51-03-BELM-01-03,Under Construction,Fixed Wireless,152.850977,-27.08696
28/06/2018,4NIN-51-06-MOOI-01-01,In Service,Fixed Wireless,152.857203,-27.132546
28/06/2018,4NIN-51-06-MOOI-01-02,In Service,Fixed Wireless,152.86985,-27.123546
28/06/2018,4NIN-51-06-MOOI-01-03,In Service,Fixed Wireless,152.887738,-27.132197
28/06/2018,4NIN-51-06-MOOI-01-04,In Service,Fixed Wireless,152.888987,-27.142065
28/06/2018,4NIN-51-06-MOOI-01-05,In Service,Fixed Wireless,152.881683,-27.130763
28/06/2018,4NIN-51-06-MOOI-01-06,In Service,Fixed Wireless,152.889989,-27.151994
28/06/2018,4NIN-51-06-MOOI-01-07,In Service,Fixed Wireless,152.863495,-27.155814
28/06/2018,4NIN-51-06-MOOI-01-08,In Service,Fixed Wireless,152.862752,-27.141368
11/07/2018,4NIN-51-07-NARG-01-01,In Service,Fixed Wireless,152.927296,-27.207396
11/07/2018,4NIN-51-07-NARG-01-02,In Service,Fixed Wireless,152.956576,-27.215721
11/07/2018,4NIN-51-07-NARG-01-03,In Service,Fixed Wireless,152.961232,-27.232385
11/07/2018,4NIN-51-07-NARG-01-04,In Service,Fixed Wireless,152.943443,-27.225833
11/07/2018,4NIN-51-07-NARG-01-05,In Service,Fixed Wireless,152.959686,-27.226967
10/07/2018,4NIN-51-08-NARB-01-01,In Service,Fixed Wireless,152.89503,-27.166891
10/07/2018,4NIN-51-08-NARB-01-02,In Service,Fixed Wireless,152.900046,-27.194434
10/07/2018,4NIN-51-08-NARB-01-03,In Service,Fixed Wireless,152.906506,-27.173225
20/12/2019,4OKE-51-01-BLOW-00-01,In Service,Fixed Wireless,151.526508,-27.342934
20/12/2019,4OKE-51-01-BLOW-00-02,In Service,Fixed Wireless,151.60076,-27.37119
20/12/2019,4OKE-51-01-BLOW-00-03,In Service,Fixed Wireless,151.506157,-27.425473
20/12/2019,4OKE-51-01-BLOW-00-07,In Service,Fixed Wireless,151.587218,-27.415665
20/12/2019,4OKE-51-01-BLOW-01-01,In Service,Fixed Wireless,151.601446,-27.356869
20/12/2019,4OKE-51-01-BLOW-10-04,In Service,Fixed Wireless,151.53656,-27.3246
20/12/2019,4OKE-51-01-BLOW-10-05,In Service,Fixed Wireless,151.618091,-27.356213
20/12/2019,4OKE-51-01-BLOW-10-06,In Service,Fixed Wireless,151.53734,-27.368583
20/12/2019,4OKE-51-01-BLOW-10-08,In Service,Fixed Wireless,151.594842,-27.403768
22/12/2017,4OKE-51-06-OAKY-00-01,In Service,Fixed Wireless,151.660142,-27.408339
22/12/2017,4OKE-51-06-OAKY-00-02,In Service,Fixed Wireless,151.767128,-27.418307
22/12/2017,4OKE-51-06-OAKY-00-03,In Service,Fixed Wireless,151.711881,-27.488686
22/12/2017,4OKE-51-06-OAKY-00-05,In Service,Fixed Wireless,151.738559,-27.388101
22/12/2017,4OKE-51-06-OAKY-00-07,In Service,Fixed Wireless,151.742466,-27.46935
22/12/2017,4OKE-51-06-OAKY-00-10,In Service,Fixed Wireless,151.726283,-27.49062
22/12/2017,4OKE-51-06-OAKY-01-01,In Service,Fixed Wireless,151.730009,-27.452311
22/12/2017,4OKE-51-06-OAKY-01-02,In Service,Fixed Wireless,151.613364,-27.434267
22/12/2017,4OKE-51-06-OAKY-10-04,In Service,Fixed Wireless,151.652521,-27.430613
22/12/2017,4OKE-51-06-OAKY-10-06,In Service,Fixed Wireless,151.723452,-27.376113
22/12/2017,4OKE-51-06-OAKY-10-08,In Service,Fixed Wireless,151.702462,-27.485045
22/12/2017,4OKE-51-06-OAKY-10-09,In Service,Fixed Wireless,151.740592,-27.456437
22/12/2017,4OKE-51-06-OAKY-11-05,In Service,Fixed Wireless,151.721149,-27.453123
22/12/2017,4OKE-51-12-MOTL-00-01,In Service,Fixed Wireless,151.610965,-27.492191
22/12/2017,4OKE-51-12-MOTL-00-02,In Service,Fixed Wireless,151.681805,-27.57685
22/12/2017,4OKE-51-12-MOTL-00-03,In Service,Fixed Wireless,151.569361,-27.576456
22/12/2017,4OKE-51-12-MOTL-00-06,In Service,Fixed Wireless,151.56904,-27.496145
22/12/2017,4OKE-51-12-MOTL-00-08,In Service,Fixed Wireless,151.683488,-27.514394
22/12/2017,4OKE-51-12-MOTL-00-09,In Service,Fixed Wireless,151.62693,-27.59328
22/12/2017,4OKE-51-12-MOTL-01-01,In Service,Fixed Wireless,151.658249,-27.550207
22/12/2017,4OKE-51-12-MOTL-01-04,In Service,Fixed Wireless,151.524567,-27.527446
22/12/2017,4OKE-51-12-MOTL-10-04,In Service,Fixed Wireless,151.697328,-27.567897
22/12/2017,4OKE-51-12-MOTL-10-05,In Service,Fixed Wireless,151.60051,-27.551265
22/12/2017,4OKE-51-12-MOTL-10-07,In Service,Fixed Wireless,151.61791,-27.489672
22/12/2017,4OKE-51-12-MOTL-10-10,In Service,Fixed Wireless,151.642233,-27.596691
22/12/2017,4OKE-51-12-MOTL-11-02,In Service,Fixed Wireless,151.656414,-27.555181
14/01/2016,4POM-51-09-COTT-00-01,In Service,Fixed Wireless,152.86774,-26.315439
14/01/2016,4POM-51-09-COTT-00-02,In Service,Fixed Wireless,152.866453,-26.346596
14/01/2016,4POM-51-09-COTT-00-03,In Service,Fixed Wireless,152.850447,-26.329871
14/01/2016,4POM-51-09-COTT-00-05,In Service,Fixed Wireless,152.884743,-26.35316
14/01/2016,4POM-51-09-COTT-01-01,In Service,Fixed Wireless,152.874729,-26.348188
14/01/2016,4POM-51-09-COTT-10-04,In Service,Fixed Wireless,152.875741,-26.338476
14/01/2016,4POM-51-09-COTT-10-06,In Service,Fixed Wireless,152.86647,-26.337792
14/01/2016,4POM-51-09-COTT-10-07,In Service,Fixed Wireless,152.851951,-26.327169
3/12/2019,4POM-51-10-DOON-00-01,In Service,Fixed Wireless,152.905228,-26.430606
3/12/2019,4POM-51-10-DOON-00-02,In Service,Fixed Wireless,152.934059,-26.425874
3/12/2019,4POM-51-10-DOON-00-03,In Service,Fixed Wireless,152.931279,-26.465826
3/12/2019,4POM-51-10-DOON-10-04,In Service,Fixed Wireless,152.917752,-26.445733
3/12/2019,4POM-51-10-DOON-10-05,In Service,Fixed Wireless,152.915484,-26.426583
3/12/2019,4POM-51-10-DOON-10-06,In Service,Fixed Wireless,152.931549,-26.434
3/12/2019,4POM-51-10-DOON-10-07,In Service,Fixed Wireless,152.931545,-26.44145
3/12/2019,4POM-51-10-DOON-10-08,In Service,Fixed Wireless,152.938317,-26.436491
3/12/2019,4POM-51-10-DOON-11-01,In Service,Fixed Wireless,152.938797,-26.477793
27/11/2014,4POM-51-20-POMO-00-01,In Service,Fixed Wireless,152.850941,-26.354767
27/11/2014,4POM-51-20-POMO-00-02,In Service,Fixed Wireless,152.873182,-26.387002
27/11/2014,4POM-51-20-POMO-00-03,In Service,Fixed Wireless,152.837835,-26.390816
27/11/2014,4POM-51-20-POMO-00-07,In Service,Fixed Wireless,152.857637,-26.389026
27/11/2014,4POM-51-20-POMO-00-09,In Service,Fixed Wireless,152.870439,-26.366689
27/11/2014,4POM-51-20-POMO-00-11,In Service,Fixed Wireless,152.837603,-26.376142
27/11/2014,4POM-51-20-POMO-01-01,In Service,Fixed Wireless,152.856901,-26.378416
27/11/2014,4POM-51-20-POMO-01-02,In Service,Fixed Wireless,152.852134,-26.380667
27/11/2014,4POM-51-20-POMO-10-04,In Service,Fixed Wireless,152.881709,-26.38137
27/11/2014,4POM-51-20-POMO-10-05,In Service,Fixed Wireless,152.842835,-26.39759
27/11/2014,4POM-51-20-POMO-10-06,In Service,Fixed Wireless,152.85793,-26.354511
27/11/2014,4POM-51-20-POMO-10-08,In Service,Fixed Wireless,152.863905,-26.390332
27/11/2014,4POM-51-20-POMO-10-10,In Service,Fixed Wireless,152.855902,-26.373673
27/11/2014,4POM-51-20-POMO-10-12,In Service,Fixed Wireless,152.841612,-26.380877
27/11/2014,4POM-51-20-POMO-11-03,In Service,Fixed Wireless,152.859894,-26.388349
27/11/2014,4POM-51-22-TINB-00-01,In Service,Fixed Wireless,152.950395,-26.385926
27/11/2014,4POM-51-22-TINB-00-02,In Service,Fixed Wireless,152.971425,-26.404445
27/11/2014,4POM-51-22-TINB-00-03,In Service,Fixed Wireless,152.947107,-26.406463
27/11/2014,4POM-51-22-TINB-00-07,In Service,Fixed Wireless,152.965906,-26.417535
27/11/2014,4POM-51-22-TINB-10-04,In Service,Fixed Wireless,152.956135,-26.398119
27/11/2014,4POM-51-22-TINB-10-05,In Service,Fixed Wireless,152.956393,-26.379157
27/11/2014,4POM-51-22-TINB-10-06,In Service,Fixed Wireless,152.973931,-26.402637
27/11/2014,4POM-51-22-TINB-10-08,In Service,Fixed Wireless,152.972676,-26.418212
12/12/2014,4POM-51-30-KIDA-00-01,In Service,Fixed Wireless,152.763163,-26.621859
12/12/2014,4POM-51-30-KIDA-00-02,In Service,Fixed Wireless,152.782497,-26.627071
12/12/2014,4POM-51-30-KIDA-00-03,In Service,Fixed Wireless,152.767115,-26.660673
12/12/2014,4POM-51-30-KIDA-00-05,In Service,Fixed Wireless,152.807344,-26.648355
12/12/2014,4POM-51-30-KIDA-10-04,In Service,Fixed Wireless,152.787263,-26.629111
12/12/2014,4POM-51-31-GHEE-00-01,In Service,Fixed Wireless,152.73014,-26.563767
12/12/2014,4POM-51-31-GHEE-00-02,In Service,Fixed Wireless,152.779625,-26.550772
12/12/2014,4POM-51-31-GHEE-00-03,In Service,Fixed Wireless,152.752196,-26.583011
12/12/2014,4POM-51-31-GHEE-01-01,In Service,Fixed Wireless,152.766313,-26.559549
12/12/2014,4POM-51-31-GHEE-10-04,In Service,Fixed Wireless,152.742221,-26.555917
12/12/2014,4POM-51-31-GHEE-10-05,In Service,Fixed Wireless,152.770602,-26.540139
12/06/2015,4POM-51-32-KENL-00-01,In Service,Fixed Wireless,152.715759,-26.598975
12/06/2015,4POM-51-32-KENL-00-02,In Service,Fixed Wireless,152.743662,-26.58658
12/06/2015,4POM-51-32-KENL-00-03,In Service,Fixed Wireless,152.737086,-26.60736
12/06/2015,4POM-51-32-KENL-01-01,In Service,Fixed Wireless,152.721563,-26.588818
12/06/2015,4POM-51-32-KENL-10-04,In Service,Fixed Wireless,152.735623,-26.588392
30/06/2021,4POM-51-45-CRNA-00-01,Proposed,Fixed Wireless,152.840694,-26.318578
30/06/2021,4POM-51-45-CRNA-00-02,Proposed,Fixed Wireless,152.840448,-26.313161
30/06/2021,4POM-51-45-CRNA-00-03,Proposed,Fixed Wireless,152.842909,-26.344901
30/06/2021,4POM-51-45-CRNA-00-04,Proposed,Fixed Wireless,152.833424,-26.320149
30/06/2021,4POM-51-45-CRNA-00-05,Proposed,Fixed Wireless,152.823861,-26.345481
30/06/2021,4POM-51-45-CRNA-00-06,Proposed,Fixed Wireless,152.830164,-26.322631
30/06/2021,4POM-51-45-CRNA-00-07,Proposed,Fixed Wireless,152.819381,-26.330288
30/06/2021,4POM-51-45-CRNA-00-08,Proposed,Fixed Wireless,152.820393,-26.32352
29/08/2013,4PPN-51-01-BLOO-00-01,In Service,Fixed Wireless,148.636391,-20.646627
29/08/2013,4PPN-51-01-BLOO-00-02,In Service,Fixed Wireless,148.633315,-20.704253
29/08/2013,4PPN-51-01-BLOO-00-03,In Service,Fixed Wireless,148.590653,-20.700819
30/06/2013,4PPN-51-02-CNRD-00-01,In Service,Fixed Wireless,148.676862,-20.623652
30/06/2013,4PPN-51-02-CNRD-00-02,In Service,Fixed Wireless,148.726777,-20.640085
