Ready_for_Service_Date,Area_ID,Service_Status,Technology_Type,longitude,latitude
31/01/2018,3CBN-51-11-TYAB-01-03,In Service,Fixed Wireless,145.214833,-38.258082
31/01/2018,3CBN-51-11-TYAB-01-04,In Service,Fixed Wireless,145.231588,-38.233046
31/01/2018,3CBN-51-11-TYAB-01-06,In Service,Fixed Wireless,145.242917,-38.243348
31/01/2018,3CBN-51-11-TYAB-01-07,In Service,Fixed Wireless,145.213848,-38.23551
31/01/2018,3CBN-51-11-TYAB-11-05,In Service,Fixed Wireless,145.233655,-38.222141
19/12/2013,3CHH-51-01-BOOA-00-01,In Service,Fixed Wireless,146.25569,-38.363412
19/12/2013,3CHH-51-01-BOOA-00-02,In Service,Fixed Wireless,146.288777,-38.377213
19/12/2013,3CHH-51-01-BOOA-00-03,In Service,Fixed Wireless,146.278106,-38.389009
19/12/2013,3CHH-51-01-BOOA-00-05,In Service,Fixed Wireless,146.289812,-38.356374
19/12/2013,3CHH-51-01-BOOA-00-07,In Service,Fixed Wireless,146.264097,-38.409211
19/12/2013,3CHH-51-01-BOOA-10-04,In Service,Fixed Wireless,146.245152,-38.358607
19/12/2013,3CHH-51-01-BOOA-10-06,In Service,Fixed Wireless,146.296525,-38.364533
19/12/2013,3CHH-51-01-BOOA-10-08,In Service,Fixed Wireless,146.231288,-38.399542
19/12/2013,3CHH-51-01-BOOA-10-09,In Service,Fixed Wireless,146.236425,-38.376968
19/12/2013,3CHH-51-01-BOOA-11-01,In Service,Fixed Wireless,146.266164,-38.374073
19/12/2013,3CHH-51-01-BOOA-11-02,In Service,Fixed Wireless,146.244559,-38.388114
19/12/2013,3CHH-51-01-BOOA-11-03,In Service,Fixed Wireless,146.291168,-38.400176
23/01/2015,3CHH-51-03-HAST-00-01,In Service,Fixed Wireless,146.461873,-38.30484
23/01/2015,3CHH-51-03-HAST-00-02,In Service,Fixed Wireless,146.465959,-38.332385
23/01/2015,3CHH-51-03-HAST-00-03,In Service,Fixed Wireless,146.448815,-38.336319
23/01/2015,3CHH-51-03-HAST-10-04,In Service,Fixed Wireless,146.448573,-38.302316
23/01/2015,3CHH-51-03-HAST-10-05,In Service,Fixed Wireless,146.469456,-38.317059
23/01/2015,3CHH-51-03-HAST-10-06,In Service,Fixed Wireless,146.474808,-38.335044
23/01/2015,3CHH-51-03-HAST-10-07,In Service,Fixed Wireless,146.462456,-38.337726
23/01/2015,3CHH-51-03-HAST-10-08,In Service,Fixed Wireless,146.451577,-38.339952
23/01/2015,3CHH-51-03-HAST-10-09,In Service,Fixed Wireless,146.443451,-38.321186
18/12/2013,3CHH-51-04-JEEJ-00-01,In Service,Fixed Wireless,146.42335,-38.331239
18/12/2013,3CHH-51-04-JEEJ-00-02,In Service,Fixed Wireless,146.436135,-38.34235
18/12/2013,3CHH-51-04-JEEJ-00-03,In Service,Fixed Wireless,146.429802,-38.347263
18/12/2013,3CHH-51-04-JEEJ-00-08,In Service,Fixed Wireless,146.416125,-38.339061
18/12/2013,3CHH-51-04-JEEJ-10-04,In Service,Fixed Wireless,146.411922,-38.323764
18/12/2013,3CHH-51-04-JEEJ-10-05,In Service,Fixed Wireless,146.431578,-38.326363
18/12/2013,3CHH-51-04-JEEJ-10-06,In Service,Fixed Wireless,146.437877,-38.338288
18/12/2013,3CHH-51-04-JEEJ-10-07,In Service,Fixed Wireless,146.421227,-38.34814
18/12/2013,3CHH-51-04-JEEJ-11-01,In Service,Fixed Wireless,146.434183,-38.336244
18/12/2013,3CHH-51-04-JEEJ-11-02,In Service,Fixed Wireless,146.433648,-38.329716
18/12/2013,3CHH-51-04-JEEJ-11-03,In Service,Fixed Wireless,146.399283,-38.300689
30/12/2013,3CHH-51-05-JJEJ-00-01,In Service,Fixed Wireless,146.390696,-38.335815
30/12/2013,3CHH-51-05-JJEJ-00-02,In Service,Fixed Wireless,146.413946,-38.362731
30/12/2013,3CHH-51-05-JJEJ-00-03,In Service,Fixed Wireless,146.356756,-38.360495
30/12/2013,3CHH-51-05-JJEJ-10-04,In Service,Fixed Wireless,146.381802,-38.340036
30/12/2013,3CHH-51-05-JJEJ-10-05,In Service,Fixed Wireless,146.397082,-38.33515
30/12/2013,3CHH-51-05-JJEJ-10-06,In Service,Fixed Wireless,146.408314,-38.346941
30/12/2013,3CHH-51-05-JJEJ-10-07,In Service,Fixed Wireless,146.419397,-38.362164
30/12/2013,3CHH-51-05-JJEJ-10-08,In Service,Fixed Wireless,146.390197,-38.362848
30/12/2013,3CHH-51-05-JJEJ-10-09,In Service,Fixed Wireless,146.345216,-38.375004
30/12/2013,3CHH-51-05-JJEJ-11-01,In Service,Fixed Wireless,146.4038,-38.343306
30/12/2013,3CHH-51-05-JJEJ-11-02,In Service,Fixed Wireless,146.392822,-38.356544
18/12/2013,3CHH-51-08-YINN-00-01,In Service,Fixed Wireless,146.321248,-38.29919
18/12/2013,3CHH-51-08-YINN-00-02,In Service,Fixed Wireless,146.321693,-38.28047
18/12/2013,3CHH-51-08-YINN-00-03,In Service,Fixed Wireless,146.35607,-38.338775
18/12/2013,3CHH-51-08-YINN-00-04,In Service,Fixed Wireless,146.308949,-38.333995
18/12/2013,3CHH-51-08-YINN-10-05,In Service,Fixed Wireless,146.331796,-38.285006
18/12/2013,3CHH-51-08-YINN-10-06,In Service,Fixed Wireless,146.377456,-38.30446
18/12/2013,3CHH-51-08-YINN-10-07,In Service,Fixed Wireless,146.360001,-38.378916
18/12/2013,3CHH-51-08-YINN-10-08,In Service,Fixed Wireless,146.33646,-38.34473
18/12/2013,3CHH-51-08-YINN-10-09,In Service,Fixed Wireless,146.313187,-38.343076
18/12/2013,3CHH-51-08-YINN-11-01,In Service,Fixed Wireless,146.339,-38.327863
18/12/2013,3CHH-51-08-YINN-11-02,In Service,Fixed Wireless,146.339568,-38.328093
18/12/2013,3CHH-51-08-YINN-11-03,In Service,Fixed Wireless,146.33987,-38.326518
21/04/2015,3CHT-51-01-CHIT-00-01,In Service,Fixed Wireless,146.630151,-36.141
21/04/2015,3CHT-51-01-CHIT-00-02,In Service,Fixed Wireless,146.605088,-36.205178
21/04/2015,3CHT-51-01-CHIT-00-03,In Service,Fixed Wireless,146.595144,-36.190741
21/04/2015,3CHT-51-01-CHIT-00-04,In Service,Fixed Wireless,146.593736,-36.141683
21/04/2015,3CHT-51-01-CHIT-10-05,In Service,Fixed Wireless,146.57577,-36.18521
21/04/2015,3CHT-51-02-SPRH-00-01,In Service,Fixed Wireless,146.508469,-36.157818
21/04/2015,3CHT-51-02-SPRH-00-02,In Service,Fixed Wireless,146.534727,-36.20547
21/04/2015,3CHT-51-02-SPRH-00-03,In Service,Fixed Wireless,146.462613,-36.217826
21/04/2015,3CHT-51-02-SPRH-00-04,In Service,Fixed Wireless,146.478011,-36.1609
21/04/2015,3CHT-51-02-SPRH-10-05,In Service,Fixed Wireless,146.461285,-36.159118
22/05/2015,3CHT-51-03-PEEC-00-01,In Service,Fixed Wireless,146.187869,-36.160295
22/05/2015,3CHT-51-03-PEEC-00-02,In Service,Fixed Wireless,146.258064,-36.149177
22/05/2015,3CHT-51-03-PEEC-00-03,In Service,Fixed Wireless,146.283955,-36.200602
22/05/2015,3CHT-51-03-PEEC-00-04,In Service,Fixed Wireless,146.234866,-36.209421
30/03/2015,3CMP-51-01-CAMR-00-01,In Service,Fixed Wireless,143.081668,-38.18033
30/03/2015,3CMP-51-01-CAMR-00-02,In Service,Fixed Wireless,143.189038,-38.242965
30/03/2015,3CMP-51-01-CAMR-00-03,In Service,Fixed Wireless,143.087478,-38.265839
30/03/2015,3CMP-51-01-CAMR-10-04,In Service,Fixed Wireless,143.106255,-38.172271
30/03/2015,3CMP-51-01-CAMR-10-05,In Service,Fixed Wireless,143.131228,-38.219595
30/03/2015,3CMP-51-01-CAMR-10-06,In Service,Fixed Wireless,143.071991,-38.258625
30/03/2015,3CMP-51-01-CAMR-11-01,In Service,Fixed Wireless,143.200106,-38.181601
28/06/2019,3CMP-51-03-DERR-00-01,In Service,Fixed Wireless,143.226361,-37.893906
28/06/2019,3CMP-51-03-DERR-00-02,In Service,Fixed Wireless,143.21231,-37.976272
28/06/2019,3CMP-51-03-DERR-00-03,In Service,Fixed Wireless,143.1747,-37.922942
30/03/2015,3CMP-51-04-LISM-00-01,In Service,Fixed Wireless,143.323815,-37.938774
30/03/2015,3CMP-51-04-LISM-00-02,In Service,Fixed Wireless,143.344536,-37.969614
30/03/2015,3CMP-51-04-LISM-00-03,In Service,Fixed Wireless,143.332145,-37.990065
30/03/2015,3CMP-51-04-LISM-10-04,In Service,Fixed Wireless,143.344245,-37.939028
30/03/2015,3CMP-51-04-LISM-10-05,In Service,Fixed Wireless,143.362629,-37.996121
30/03/2015,3CMP-51-04-LISM-10-06,In Service,Fixed Wireless,143.272346,-37.995625
30/03/2015,3CMP-51-04-LISM-11-01,In Service,Fixed Wireless,143.40915,-37.939882
30/03/2015,3CMP-51-04-LISM-11-02,In Service,Fixed Wireless,143.338667,-37.949526
31/03/2015,3COB-51-01-COBD-00-01,In Service,Fixed Wireless,143.137777,-38.289254
31/03/2015,3COB-51-01-COBD-00-02,In Service,Fixed Wireless,143.177973,-38.37607
31/03/2015,3COB-51-01-COBD-00-03,In Service,Fixed Wireless,143.019123,-38.389745
31/03/2015,3COB-51-01-COBD-00-07,In Service,Fixed Wireless,143.039214,-38.346251
31/03/2015,3COB-51-01-COBD-10-04,In Service,Fixed Wireless,143.07159,-38.310086
31/03/2015,3COB-51-01-COBD-10-05,In Service,Fixed Wireless,143.144348,-38.381194
31/03/2015,3COB-51-01-COBD-10-06,In Service,Fixed Wireless,143.049192,-38.366255
31/03/2015,3COB-51-01-COBD-10-08,In Service,Fixed Wireless,143.055536,-38.325806
31/03/2015,3COB-51-01-COBD-11-01,In Service,Fixed Wireless,143.029143,-38.310658
31/03/2015,3COB-51-01-COBD-11-02,In Service,Fixed Wireless,143.03117,-38.340668
31/03/2015,3COB-51-01-COBD-11-03,In Service,Fixed Wireless,143.082712,-38.291521
25/11/2015,3COH-51-01-COHU-00-01,In Service,Fixed Wireless,144.166272,-35.752977
25/11/2015,3COH-51-01-COHU-00-02,In Service,Fixed Wireless,144.210438,-35.83698
25/11/2015,3COH-51-01-COHU-00-03,In Service,Fixed Wireless,144.135976,-35.807444
25/11/2015,3COH-51-01-COHU-01-01,In Service,Fixed Wireless,144.242778,-35.82162
25/11/2015,3COH-51-01-COHU-01-02,In Service,Fixed Wireless,144.192963,-35.820295
25/11/2015,3COH-51-01-COHU-10-04,In Service,Fixed Wireless,144.1931,-35.755123
25/11/2015,3COH-51-01-COHU-10-05,In Service,Fixed Wireless,144.235982,-35.84585
25/11/2015,3COH-51-01-COHU-10-06,In Service,Fixed Wireless,144.134716,-35.834759
28/01/2016,3COH-51-02-GUNW-00-01,In Service,Fixed Wireless,144.379441,-35.918208
28/01/2016,3COH-51-02-GUNW-00-02,In Service,Fixed Wireless,144.406817,-36.002858
28/01/2016,3COH-51-02-GUNW-00-03,In Service,Fixed Wireless,144.363442,-35.995792
28/01/2016,3COH-51-02-GUNW-10-04,In Service,Fixed Wireless,144.405603,-35.994242
28/01/2016,3COH-51-03-LEIT-00-01,In Service,Fixed Wireless,144.338142,-35.854218
28/01/2016,3COH-51-03-LEIT-00-02,In Service,Fixed Wireless,144.31217,-35.951094
28/01/2016,3COH-51-03-LEIT-00-03,In Service,Fixed Wireless,144.226994,-35.934371
28/01/2016,3COH-51-03-LEIT-00-05,In Service,Fixed Wireless,144.385095,-35.899365
28/01/2016,3COH-51-03-LEIT-10-04,In Service,Fixed Wireless,144.318915,-35.86365
28/01/2016,3COH-51-03-LEIT-10-06,In Service,Fixed Wireless,144.294343,-35.96184
28/01/2016,3COH-51-03-LEIT-10-07,In Service,Fixed Wireless,144.218164,-35.923345
28/01/2016,3COH-51-04-PATH-00-01,In Service,Fixed Wireless,144.461352,-35.974535
28/01/2016,3COH-51-04-PATH-00-02,In Service,Fixed Wireless,144.51895,-36.007305
28/06/2016,3COL-51-01-WARL-01-01,In Service,Fixed Wireless,143.45783,-38.160395
28/06/2016,3COL-51-01-WARL-01-02,In Service,Fixed Wireless,143.546179,-38.247954
28/06/2016,3COL-51-01-WARL-01-03,In Service,Fixed Wireless,143.47855,-38.254514
28/06/2016,3COL-51-01-WARL-01-04,In Service,Fixed Wireless,143.547461,-38.178373
28/06/2016,3COL-51-01-WARL-01-05,In Service,Fixed Wireless,143.567416,-38.23849
28/06/2016,3COL-51-01-WARL-01-06,In Service,Fixed Wireless,143.470698,-38.233701
27/06/2016,3COL-51-02-BARO-01-01,In Service,Fixed Wireless,143.579034,-38.388603
27/06/2016,3COL-51-02-BARO-01-02,In Service,Fixed Wireless,143.628885,-38.398384
27/06/2016,3COL-51-02-BARO-01-03,In Service,Fixed Wireless,143.566727,-38.426418
27/06/2016,3COL-51-02-BARO-11-05,In Service,Fixed Wireless,143.615835,-38.384727
27/06/2016,3COL-51-02-BARO-11-07,In Service,Fixed Wireless,143.612499,-38.422446
27/06/2016,3COL-51-02-BARO-11-09,In Service,Fixed Wireless,143.56521,-38.410555
28/09/2016,3COL-51-03-BEEA-01-01,In Service,Fixed Wireless,143.646746,-38.155045
28/09/2016,3COL-51-03-BEEA-01-02,In Service,Fixed Wireless,143.686902,-38.244168
28/09/2016,3COL-51-03-BEEA-01-03,In Service,Fixed Wireless,143.623618,-38.229545
28/09/2016,3COL-51-03-BEEA-01-04,In Service,Fixed Wireless,143.617248,-38.210771
28/09/2016,3COL-51-03-BEEA-01-05,In Service,Fixed Wireless,143.60379,-38.175007
28/09/2016,3COL-51-03-BEEA-01-06,In Service,Fixed Wireless,143.604304,-38.20281
19/08/2016,3COL-51-04-BEEH-01-01,In Service,Fixed Wireless,143.560103,-38.619055
19/08/2016,3COL-51-04-BEEH-01-02,In Service,Fixed Wireless,143.578434,-38.631282
19/08/2016,3COL-51-04-BEEH-01-03,In Service,Fixed Wireless,143.556831,-38.646236
27/06/2016,3COL-51-05-COLA-01-01,In Service,Fixed Wireless,143.615772,-38.364282
27/06/2016,3COL-51-05-COLA-01-02,In Service,Fixed Wireless,143.553796,-38.371915
27/06/2016,3COL-51-05-COLA-01-03,In Service,Fixed Wireless,143.547644,-38.321703
27/06/2016,3COL-51-05-COLA-10-01,In Service,Fixed Wireless,143.527064,-38.381174
27/06/2016,3COL-51-05-COLA-10-02,In Service,Fixed Wireless,143.548011,-38.390213
27/06/2016,3COL-51-05-COLA-11-05,In Service,Fixed Wireless,143.585859,-38.377517
27/06/2016,3COL-51-05-COLA-11-06,In Service,Fixed Wireless,143.595436,-38.376483
27/06/2016,3COL-51-05-COLA-11-07,In Service,Fixed Wireless,143.531076,-38.356362
27/06/2016,3COL-51-05-COLA-11-08,In Service,Fixed Wireless,143.544431,-38.36205
28/06/2016,3COL-51-06-CORR-01-01,In Service,Fixed Wireless,143.506232,-38.277651
28/06/2016,3COL-51-06-CORR-01-02,In Service,Fixed Wireless,143.522869,-38.282416
28/06/2016,3COL-51-06-CORR-01-03,In Service,Fixed Wireless,143.526653,-38.299194
28/06/2016,3COL-51-06-CORR-01-04,In Service,Fixed Wireless,143.41275,-38.256266
28/06/2016,3COL-51-06-CORR-01-05,In Service,Fixed Wireless,143.520462,-38.26995
28/06/2016,3COL-51-06-CORR-01-06,In Service,Fixed Wireless,143.551116,-38.283909
28/06/2016,3COL-51-06-CORR-01-07,In Service,Fixed Wireless,143.504987,-38.321757
28/06/2016,3COL-51-06-CORR-01-08,In Service,Fixed Wireless,143.434526,-38.308251
28/06/2016,3COL-51-07-CREY-01-01,In Service,Fixed Wireless,143.643742,-38.006202
28/06/2016,3COL-51-07-CREY-01-02,In Service,Fixed Wireless,143.640704,-38.075832
28/06/2016,3COL-51-07-CREY-01-03,In Service,Fixed Wireless,143.629061,-38.055365
17/10/2016,3COL-51-08-FORR-01-01,In Service,Fixed Wireless,143.728249,-38.518389
17/10/2016,3COL-51-08-FORR-01-02,In Service,Fixed Wireless,143.697868,-38.524662
17/10/2016,3COL-51-08-FORR-01-03,In Service,Fixed Wireless,143.678843,-38.489309
17/10/2016,3COL-51-08-FORR-01-06,In Service,Fixed Wireless,143.713126,-38.508998
17/10/2016,3COL-51-08-FORR-11-05,In Service,Fixed Wireless,143.714455,-38.517449
16/08/2016,3COL-51-09-GELL-01-01,In Service,Fixed Wireless,143.564026,-38.497088
16/08/2016,3COL-51-09-GELL-01-02,In Service,Fixed Wireless,143.535036,-38.530151
28/06/2016,3COL-51-10-SWAM-01-01,In Service,Fixed Wireless,143.405548,-38.358422
28/06/2016,3COL-51-10-SWAM-01-02,In Service,Fixed Wireless,143.444233,-38.394731
28/06/2016,3COL-51-10-SWAM-01-03,In Service,Fixed Wireless,143.336003,-38.382148
28/09/2016,3COL-51-11-WARN-01-01,In Service,Fixed Wireless,143.670846,-38.283582
28/09/2016,3COL-51-11-WARN-01-02,In Service,Fixed Wireless,143.685144,-38.364092
28/09/2016,3COL-51-11-WARN-01-03,In Service,Fixed Wireless,143.652758,-38.336553
28/09/2016,3COL-51-11-WARN-01-04,In Service,Fixed Wireless,143.624394,-38.28738
29/03/2019,3COL-51-12-BARS-01-02,In Service,Fixed Wireless,143.79081,-38.452941
29/03/2019,3COL-51-12-BARS-01-04,In Service,Fixed Wireless,143.737786,-38.487733
29/03/2019,3COL-51-12-BARS-11-01,In Service,Fixed Wireless,143.745115,-38.450019
29/03/2019,3COL-51-12-BARS-11-03,In Service,Fixed Wireless,143.765377,-38.453147
29/03/2019,3COL-51-12-BARS-11-05,In Service,Fixed Wireless,143.749767,-38.489191
20/03/2017,3COL-51-13-BIRG-01-01,In Service,Fixed Wireless,143.760175,-38.309367
20/03/2017,3COL-51-13-BIRG-01-02,In Service,Fixed Wireless,143.812798,-38.369761
20/03/2017,3COL-51-13-BIRG-01-03,In Service,Fixed Wireless,143.776672,-38.346717
20/03/2017,3COL-51-13-BIRG-01-04,In Service,Fixed Wireless,143.748655,-38.33875
20/03/2017,3COL-51-13-BIRG-01-05,In Service,Fixed Wireless,143.786461,-38.331633
20/03/2017,3COL-51-13-BIRG-01-06,In Service,Fixed Wireless,143.76794,-38.349148
31/08/2017,3COL-51-14-DEAN-01-01,In Service,Fixed Wireless,143.89072,-38.381228
31/08/2017,3COL-51-14-DEAN-01-02,In Service,Fixed Wireless,143.913755,-38.403257
31/08/2017,3COL-51-14-DEAN-01-03,In Service,Fixed Wireless,143.853085,-38.436923
31/08/2017,3COL-51-14-DEAN-01-04,In Service,Fixed Wireless,143.853835,-38.393275
31/08/2017,3COL-51-14-DEAN-01-06,In Service,Fixed Wireless,143.827529,-38.409013
31/08/2017,3COL-51-14-DEAN-11-05,In Service,Fixed Wireless,143.856952,-38.382987
31/03/2015,3CRY-51-01-COYR-00-01,In Service,Fixed Wireless,147.949387,-36.142054
31/03/2015,3CRY-51-01-COYR-00-02,In Service,Fixed Wireless,147.942633,-36.234697
31/03/2015,3CRY-51-01-COYR-00-03,In Service,Fixed Wireless,147.845114,-36.213833
31/03/2015,3CRY-51-03-KHAN-00-01,In Service,Fixed Wireless,148.145056,-36.211595
31/03/2015,3CRY-51-03-KHAN-00-02,In Service,Fixed Wireless,148.126712,-36.255596
31/03/2015,3CRY-51-03-KHAN-00-03,In Service,Fixed Wireless,148.056022,-36.19519
28/05/2015,3DBL-51-01-DMBB-00-01,In Service,Fixed Wireless,142.063627,-36.394852
28/05/2015,3DBL-51-01-DMBB-00-02,In Service,Fixed Wireless,142.124139,-36.47226
28/05/2015,3DBL-51-01-DMBB-00-03,In Service,Fixed Wireless,141.96996,-36.50944
28/05/2015,3DBL-51-01-DMBB-10-04,In Service,Fixed Wireless,141.959543,-36.430321
29/05/2015,3DBL-51-04-JEPA-00-01,In Service,Fixed Wireless,142.015488,-36.082217
29/05/2015,3DBL-51-04-JEPA-00-02,In Service,Fixed Wireless,141.924323,-36.196993
29/05/2015,3DBL-51-04-JEPA-00-03,In Service,Fixed Wireless,141.887407,-36.166509
29/05/2015,3DBL-51-04-JEPA-01-01,In Service,Fixed Wireless,141.955964,-36.178441
29/05/2015,3DBL-51-04-JEPA-01-02,In Service,Fixed Wireless,141.913389,-36.09316
29/05/2015,3DBL-51-04-JEPA-10-04,In Service,Fixed Wireless,141.924256,-36.146529
29/05/2015,3DBL-51-04-JEPA-10-05,In Service,Fixed Wireless,141.956521,-36.210279
2/06/2015,3DBL-51-06-RAIN-00-01,In Service,Fixed Wireless,141.990911,-35.847565
2/06/2015,3DBL-51-06-RAIN-00-02,In Service,Fixed Wireless,142.060199,-35.907586
2/06/2015,3DBL-51-06-RAIN-00-03,In Service,Fixed Wireless,141.954316,-35.954752
2/06/2015,3DBL-51-06-RAIN-00-05,In Service,Fixed Wireless,141.91995,-35.886704
2/06/2015,3DBL-51-06-RAIN-01-01,In Service,Fixed Wireless,141.934549,-35.888666
2/06/2015,3DBL-51-06-RAIN-10-04,In Service,Fixed Wireless,141.968892,-35.850989
2/06/2015,3DBL-51-06-RAIN-10-06,In Service,Fixed Wireless,141.924957,-35.8645
2/06/2015,3DBL-51-06-RAIN-11-02,In Service,Fixed Wireless,141.997656,-35.900143
22/12/2014,3DON-51-01-BCHC-00-01,In Service,Fixed Wireless,142.87265,-35.923125
22/12/2014,3DON-51-01-BCHC-00-02,In Service,Fixed Wireless,143.045641,-36.041006
22/12/2014,3DON-51-01-BCHC-00-03,In Service,Fixed Wireless,142.853786,-36.048118
22/12/2014,3DON-51-01-BCHC-00-04,In Service,Fixed Wireless,142.970084,-35.918229
22/12/2014,3DON-51-01-BCHC-01-01,In Service,Fixed Wireless,142.883792,-36.001709
22/12/2014,3DON-51-01-BCHC-10-05,In Service,Fixed Wireless,142.823609,-35.988037
22/12/2014,3DON-51-01-BCHC-10-06,In Service,Fixed Wireless,142.886704,-35.91716
22/12/2014,3DON-51-01-BCHC-10-07,In Service,Fixed Wireless,142.959048,-35.918004
22/12/2014,3DON-51-01-BCHC-10-08,In Service,Fixed Wireless,142.979064,-36.036131
22/12/2014,3DON-51-01-BCHC-11-02,In Service,Fixed Wireless,142.911611,-35.9945
5/12/2014,3DON-51-03-DONA-00-01,In Service,Fixed Wireless,142.937451,-36.305353
5/12/2014,3DON-51-03-DONA-00-02,In Service,Fixed Wireless,143.055664,-36.307959
5/12/2014,3DON-51-03-DONA-00-03,In Service,Fixed Wireless,142.902238,-36.395637
5/12/2014,3DON-51-03-DONA-00-04,In Service,Fixed Wireless,143.057691,-36.392007
5/12/2014,3DON-51-03-DONA-00-05,In Service,Fixed Wireless,143.051643,-36.427704
5/12/2014,3DON-51-03-DONA-00-06,In Service,Fixed Wireless,142.974362,-36.432355
5/12/2014,3DON-51-03-DONA-11-01,In Service,Fixed Wireless,143.034629,-36.462475
5/12/2014,3DON-51-03-DONA-11-02,In Service,Fixed Wireless,142.958736,-36.364197
5/12/2014,3DON-51-05-WATC-00-01,In Service,Fixed Wireless,142.889357,-36.123809
5/12/2014,3DON-51-05-WATC-00-02,In Service,Fixed Wireless,142.849168,-36.188036
5/12/2014,3DON-51-05-WATC-10-03,In Service,Fixed Wireless,142.829497,-36.118099
17/12/2014,3DON-51-07-WYCH-00-01,In Service,Fixed Wireless,143.162503,-36.026134
17/12/2014,3DON-51-07-WYCH-00-02,In Service,Fixed Wireless,143.290491,-36.051789
17/12/2014,3DON-51-07-WYCH-00-03,In Service,Fixed Wireless,143.201964,-36.129157
25/10/2017,3DRO-51-01-ARTH-01-01,In Service,Fixed Wireless,144.975212,-38.360129
25/10/2017,3DRO-51-01-ARTH-01-02,In Service,Fixed Wireless,144.967159,-38.37702
25/10/2017,3DRO-51-01-ARTH-01-03,In Service,Fixed Wireless,144.942022,-38.399322
25/10/2017,3DRO-51-02-CAPS-01-01,In Service,Fixed Wireless,144.89733,-38.461599
25/10/2017,3DRO-51-02-CAPS-01-02,In Service,Fixed Wireless,144.908374,-38.457066
25/10/2017,3DRO-51-02-CAPS-01-03,In Service,Fixed Wireless,144.897739,-38.476362
31/01/2021,3DRO-51-03-MAIR-01-01,Proposed,Fixed Wireless,144.952505,-38.41586
31/01/2021,3DRO-51-03-MAIR-01-02,Proposed,Fixed Wireless,144.973648,-38.414022
31/01/2021,3DRO-51-03-MAIR-01-03,Proposed,Fixed Wireless,144.968959,-38.423199
31/01/2021,3DRO-51-03-MAIR-01-04,Proposed,Fixed Wireless,144.987941,-38.425727
31/01/2021,3DRO-51-03-MAIR-01-05,Proposed,Fixed Wireless,145.00618,-38.444289
31/01/2021,3DRO-51-03-MAIR-01-06,Proposed,Fixed Wireless,144.982882,-38.436731
31/01/2021,3DRO-51-03-MAIR-01-07,Proposed,Fixed Wireless,144.985925,-38.471682
31/01/2021,3DRO-51-03-MAIR-01-08,Proposed,Fixed Wireless,144.966448,-38.456013
31/01/2021,3DRO-51-03-MAIR-01-09,Proposed,Fixed Wireless,144.943341,-38.447732
30/04/2019,3DRO-51-04-MOOH-01-01,In Service,Fixed Wireless,144.838508,-38.3976
30/04/2019,3DRO-51-04-MOOH-01-02,In Service,Fixed Wireless,144.896715,-38.393765
30/04/2019,3DRO-51-04-MOOH-01-03,In Service,Fixed Wireless,144.892902,-38.43119
30/04/2019,3DRO-51-04-MOOH-01-04,In Service,Fixed Wireless,144.856119,-38.420572
30/04/2019,3DRO-51-04-MOOH-01-05,In Service,Fixed Wireless,144.850748,-38.407451
31/10/2020,3DRO-51-05-REDO-01-01,Proposed,Fixed Wireless,145.004575,-38.383837
31/10/2020,3DRO-51-05-REDO-01-02,Proposed,Fixed Wireless,145.022856,-38.389997
31/10/2020,3DRO-51-05-REDO-01-03,Proposed,Fixed Wireless,145.018752,-38.390601
31/10/2020,3DRO-51-05-REDO-01-04,Proposed,Fixed Wireless,145.059859,-38.389586
31/10/2020,3DRO-51-05-REDO-01-05,Proposed,Fixed Wireless,145.043037,-38.41541
31/10/2020,3DRO-51-05-REDO-01-06,Proposed,Fixed Wireless,145.034954,-38.40604
31/10/2020,3DRO-51-05-REDO-01-07,Proposed,Fixed Wireless,145.004758,-38.406837
